source_log,instance,step,elapsed_seconds,current_action,proposed_action,network_argmax_action,max_visit_count,number_tied_at_max_visits,tie_break_reason,current_policy_rank,proposed_policy_rank
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1169,1840.5932743549347,75,99,99,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1170,1842.4682307243347,76,99,99,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1171,1844.3328831195831,97,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1172,1846.1375119686127,77,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1173,1847.8254027366638,78,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1174,1849.6029193401337,79,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1175,1851.4251856803894,80,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1176,1853.20436835289,81,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1177,1855.0494811534882,82,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1178,1856.8031225204468,83,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1179,1858.5746266841888,84,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1180,1861.140240430832,86,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1181,1863.2572650909424,87,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1182,1865.6196479797363,88,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1183,1868.0236809253693,89,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1184,1870.9780473709106,90,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1185,1873.2150855064392,91,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1186,1874.9195041656494,92,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1187,1876.6369802951813,93,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1188,1878.4391808509827,94,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1189,1880.081741809845,95,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1190,1881.776831150055,53,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1204,1909.8424971103668,68,99,99,5,4,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1205,1911.5425775051117,69,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1206,1913.2742085456848,71,99,99,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1207,1915.135977268219,70,99,99,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1208,1916.7810320854187,72,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1209,1918.648627281189,73,99,99,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1210,1920.4748787879944,75,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1211,1922.2271883487701,76,99,99,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1212,1924.0269463062286,77,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1213,1925.7006623744965,78,99,99,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1214,1927.381912946701,79,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1215,1929.3495421409607,80,99,99,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1216,1931.1843485832214,81,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1217,1944.8136463165283,82,99,99,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1218,1946.6037538051605,83,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1219,1948.802630186081,84,99,99,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1220,1999.8792788982391,86,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1221,2001.662636756897,87,99,99,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1222,2003.4236192703247,88,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1223,2005.283136844635,89,99,99,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1224,2006.9709422588348,90,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1225,2008.6681423187256,91,99,99,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1226,2010.4535760879517,92,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1227,2012.3422093391418,93,99,99,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1228,2014.1242547035217,94,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1229,2016.214997768402,95,99,99,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1230,2018.6450026035309,97,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1231,2020.9176847934723,71,99,99,5,5,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1232,2023.2898738384247,98,99,99,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1234,2028.123102903366,98,99,99,8,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1237,2035.2083892822266,98,99,99,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1263,2099.6816675662994,67,98,98,5,4,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1264,2102.404406309128,68,98,98,5,4,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1265,2105.0517580509186,69,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1266,2107.5761914253235,72,98,98,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1267,2109.960566997528,70,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1268,2112.198891401291,73,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1269,2114.882696390152,75,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1270,2117.540878534317,76,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1271,2120.5214264392853,77,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1272,2137.018864631653,78,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1273,2139.419745206833,79,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1274,2142.092447280884,80,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1275,2144.4411759376526,81,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1276,2147.0410532951355,82,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1277,2226.870776414871,83,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1278,2228.8330142498016,84,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1279,2230.8049228191376,86,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1280,2232.800529718399,87,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1281,2234.743259906769,88,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1282,2236.6379404067993,89,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1283,2238.7380032539368,90,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1284,2240.770595550537,91,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1285,2242.711084127426,92,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1286,2244.636830806732,93,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1287,2246.671512365341,94,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1288,2248.9684715270996,97,98,98,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1289,2250.983596801758,95,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1307,2299.8033435344696,67,98,98,5,4,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1308,2302.4949865341187,68,98,98,5,4,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1309,2305.2524218559265,69,98,98,5,4,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1310,2308.0393521785736,71,98,98,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1311,2310.785926103592,70,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1312,2313.361392736435,72,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1313,2315.8820374011993,73,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1314,2318.53621840477,75,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1315,2321.243518590927,76,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1316,2323.9010434150696,77,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1317,2326.6029267311096,78,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1318,2329.1100404262543,79,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1319,2331.724017381668,80,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1320,2334.3591825962067,81,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1321,2337.2008600234985,82,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1322,2340.1142337322235,83,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1323,2343.0929641723633,84,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1324,2345.6588611602783,86,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1325,2348.365640640259,87,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1326,2350.9675726890564,88,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1327,2367.374663591385,89,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1328,2369.885185480118,90,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1329,2372.5256543159485,91,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1330,2375.104154109955,92,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1331,2377.9713537693024,93,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1332,2380.496602296829,94,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1333,2424.1343264579773,95,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1334,2439.4775002002716,97,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1335,2441.5613627433777,71,98,98,5,5,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1353,2481.397537946701,67,98,98,5,4,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1354,2484.744418859482,68,98,98,5,4,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1355,2487.0900464057922,69,98,98,5,4,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1356,2489.982761621475,72,98,98,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1357,2492.841249704361,70,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1358,2495.5794656276703,73,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1359,2497.363558769226,75,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1360,2499.284663915634,76,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1361,2501.778208255768,77,98,98,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1362,2503.747017145157,78,98,98,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,1363,2505.790114879608,79,98,98,5,5,policy_prior,4,1
